Paper_ID,Observation_ID ,Author,Year,Title,Journal,DOI,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Order,Family,Genus ,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Extracted_from,Evidence_type,Effect_size,Effect_size_type,Sample_variance,Sample_variance_type,Aggregated,Contributor_name,Search_date,Notes
Potter_et_al_1996,,,1996,,,,,,,38.11658896,-84.88771632,USA,,Coleoptera,Dynastidae,Cyclocephala,,,1992,1994,Abundance,Individuals/0.1m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,urea,10.68006229,kg/ha/yr,No N addition,0,kg/ha/yr,Table 3,,0.371365188,LogRR,0.315033889,,,Joe,,Addition of N as normal maintenance in each year to all plots
Potter_et_al_1996,,,1996,,,,,,,38.11658896,-84.88771632,USA,,Coleoptera,Rutelidae,Popillia,,,1992,1994,Abundance,Individuals/0.1m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,urea,10.68006229,kg/ha/yr,No N addition,0,kg/ha/yr,Table 3,,-0.160562528,LogRR,0.141596688,,,Joe,,Addition of N as normal maintenance in each year to all plots
Potter_et_al_1996,,,1996,,,,,,,38.2586289,-84.70809974,USA,,Coleoptera,Dynastidae,Cyclocephala,,,1992,1992,Abundance,Individuals/0.1m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,urea,10.68006229,kg/ha/yr,No N addition,0,kg/ha/yr,Table 1,,-0.157545701,LogRR,0.082787509,,,Joe,,Addition of N as normal maintenance in each year to all plots
Potter_et_al_1996,,,1996,,,,,,,38.2586289,-84.70809974,USA,,Coleoptera,Rutelidae,Popillia,,,1992,1992,Abundance,Individuals/0.1m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,urea,10.68006229,kg/ha/yr,No N addition,0,kg/ha/yr,Table 1,,0.18147529,LogRR,0.181589218,,,Joe,,Addition of N as normal maintenance in each year to all plots
Potter_et_al_1996,,,1996,,,,,,,38.2586289,-84.70809974,USA,,Coleoptera,Dynastidae,Cyclocephala,,,1992,1993,Abundance,Individuals/0.1m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,urea,10.68006229,kg/ha/yr,No N addition,0,kg/ha/yr,Table 2,,0.918936249,LogRR,0.412985371,,,Joe,,Addition of N as normal maintenance in each year to all plots
Potter_et_al_1996,,,1996,,,,,,,38.2586289,-84.70809974,USA,,Coleoptera,Rutelidae,Popillia,,,1992,1993,Abundance,Individuals/0.1m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,urea,10.68006229,kg/ha/yr,No N addition,0,kg/ha/yr,Table 2,,-0.37346803,LogRR,0.073676807,,,Joe,,Addition of N as normal maintenance in each year to all plots
Lind_et_al_2017,,,2017,,,,,,,36.02089332,-78.98287064,USA,,Coleoptera,NA,NA,,,2007,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,(NH2)2CO,9.072031975,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,0.726113603,LogRR,0.317867002,,,Joe,,
Bogdziewicz_et_al_2017,,,2017,,,,,,,42.53183,-72.188454,USA,,Coleoptera,Curculionidae,Curculio,,,1988,2013,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,6.898281097,kg/ha/yr,No N addition,0,kg/ha/yr,Supplementary material with raw data. Mean abundances per tree and year calculated,,-0.112993355,LogRR,0.058401195,,,Joe,,
Bogdziewicz_et_al_2017,,,2017,,,,,,,42.53183,-72.188454,USA,,Coleoptera,Curculionidae,Curculio,,,1988,2013,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,6.898281097,kg/ha/yr,No N addition,0,kg/ha/yr,Supplementary material with raw data. Mean abundances per tree and year calculated,,0.192657304,LogRR,0.035254388,,,Joe,,
Bogdziewicz_et_al_2017,,,2017,,,,,,,42.53183,-72.188454,USA,,Coleoptera,Curculionidae,Curculio,,,1988,2014,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,6.898281097,kg/ha/yr,No N addition,0,kg/ha/yr,Supplementary material with raw data. Mean abundances per tree and year calculated,,-0.514533511,LogRR,0.074460794,,,Joe,,
Bogdziewicz_et_al_2017,,,2017,,,,,,,42.53183,-72.188454,USA,,Coleoptera,Curculionidae,Curculio,,,1988,2014,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,6.898281097,kg/ha/yr,No N addition,0,kg/ha/yr,Supplementary material with raw data. Mean abundances per tree and year calculated,,0.395557244,LogRR,0.056908378,,,Joe,,
Bogdziewicz_et_al_2017,,,2017,,,,,,,42.53183,-72.188454,USA,,Coleoptera,Curculionidae,Curculio,,,1988,2015,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,6.898281097,kg/ha/yr,No N addition,0,kg/ha/yr,Supplementary material with raw data. Mean abundances per tree and year calculated,,-0.172806276,LogRR,0.149753473,,,Joe,,
Bogdziewicz_et_al_2017,,,2017,,,,,,,42.53183,-72.188454,USA,,Coleoptera,Curculionidae,Curculio,,,1988,2015,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,6.898281097,kg/ha/yr,No N addition,0,kg/ha/yr,Supplementary material with raw data. Mean abundances per tree and year calculated,,-0.192143114,LogRR,0.15643087,,,Joe,,
Lind_et_al_2017,,,2017,,,,,,,-37.74485458,-57.42682844,Argentina,,Coleoptera,NA,NA,,,2011,2012,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,(NH2)2CO,3.09992671,kg/ha/yr,No N addition,0,kg/ha/yr,"Supplementary material with raw data. Each sampling site, year, and years of treatment is a study and sample size is the number of plots.",,0.872123482,LogRR,0.452398227,,,Joe,,
Davidson_et_al_2004,,,2004,,,,,,,-2.9833,-47.51667,Brazil,,Coleoptera,NA,NA,,,2000,2000,Abundance,individuals/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH2CONH2,5.051941872,kg/ha/yr,No N addition,0,kg/ha/yr,Table 9,,0.258135118,LogRR,0.222596326,,,Joe,,pH was measured at 2.5 cm depth
Davidson_et_al_2004,,,2004,,,,,,,-2.9833,-47.51667,Brazil,,Coleoptera,NA,NA,,,2000,2001,Abundance,individuals/plot,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH2CONH2,5.051941872,kg/ha/yr,No N addition,0,kg/ha/yr,Table 9,,0.817580156,LogRR,0.110428908,,,Joe,,pH was measured at 2.5 cm depth
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Olisthopus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,1.330389273,LogRR,0.878545939,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Poecilus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0.953972804,LogRR,1.069444444,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Pterostichus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-1.606015955,LogRR,0.905527501,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Synuchus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-0.538589993,LogRR,0.846366158,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Trechus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-2.71748876,LogRR,0.614306668,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Zabrus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0,LogRR,1.777777778,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Chrysomelidae,Altica,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0,LogRR,1.777777778,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Bembidion,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-0.758862486,LogRR,1.498634828,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Bradycellus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0.497399698,LogRR,0.081972857,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Calathus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0.437621459,LogRR,0.906656054,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Calathus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,1.131954547,LogRR,1.228288706,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Carabus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,1.782578149,LogRR,0.351947245,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Carabus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-1.606015955,LogRR,0.905527501,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Carabus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,3.428066831,LogRR,0.651123902,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Carabus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,1.563122165,LogRR,1.257124268,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Cryobius,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0.25998918,LogRR,0.169278925,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Cymindis,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-1.606015955,LogRR,0.905527501,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Cymindis,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-1.606015955,LogRR,0.905527501,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Leistus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,1.609071846,LogRR,0.899333538,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Chrysomelidae,Lochmaea,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-0.953972804,LogRR,1.069444444,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Notiophilus,,,2005,2005,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0.497159585,LogRR,0.077562878,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Olisthopus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0.282379057,LogRR,1.255447798,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Olisthopus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-0.344960812,LogRR,1.063505983,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Poecilus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0,LogRR,0.361111111,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Poecilus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-0.217384816,LogRR,0.258834385,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Synuchus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-1.606015955,LogRR,0.905527501,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Trechus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-1.606015955,LogRR,0.905527501,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Zabrus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,1.609071846,LogRR,0.899333538,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Bembidion,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0,LogRR,1.777777778,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Bembidion,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-0.575189017,LogRR,1.018834745,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Bradycellus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-0.010277778,LogRR,0.131768193,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Calathus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0.302652229,LogRR,0.58208003,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Calathus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,1.609071846,LogRR,0.899333538,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Calathus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-0.249918744,LogRR,1.260400806,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Calathus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0.756208105,LogRR,1.183906978,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Carabus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0.416855791,LogRR,0.580247556,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Carabus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,0.643256691,LogRR,1.284567885,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Cicindela,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,1.609071846,LogRR,0.899333538,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Cryobius,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-0.347544434,LogRR,0.360127736,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Cymindis,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-2.999867817,LogRR,0.674418355,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Harpalus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,-0.953972804,LogRR,1.069444444,,,Joe,,Each sampling time is a study
Cuesta_et_al_2008,,,2008,,,,,,,43.044636,-5.409968,Spain,,Coleoptera,Carabidae,Laemostenus,,,2005,2006,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4NO3,5.909761429,kg/ha/yr,No N addition,0,kg/ha/yr,"Tables 1, 2, 3",,2.367934332,LogRR,0.620190588,,,Joe,,Each sampling time is a study
